From To DistanceTotal[km] DistanceInside[km] DistanceOutside[km] Duration[s]
C98 C144 41.959 3.266 38.693 00:25:05
C98 C145 22.128 8.641 13.487 00:13:16
C98 C146 42.836 9.087 33.749 00:22:26
C98 C147 46.26 14.114 32.146 00:27:44
C98 C148 15.804 2.954 12.85 00:10:05
C98 C149 5.113 0 5.113 00:03:45
C98 C150 35.264 14.114 21.15 00:21:08
C98 C151 25.491 12.647 12.844 00:15:48
C98 C152 45.48 0 45.48 00:27:43
C98 C153 22.667 0 22.667 00:13:47
C98 C154 22.176 9.326 12.85 00:13:18
C98 C155 32.177 19.333 12.844 00:19:24
C98 C156 35.117 22.273 12.844 00:21:03
C98 C157 26.609 13.765 12.844 00:16:05
C98 C158 26.538 3.266 23.272 00:15:26
C98 C159 13.987 0 13.987 00:08:53
C98 C160 25.447 11.132 14.315 00:15:20
C98 C161 25.636 3.266 22.37 00:14:46
C98 C162 32.44 19.596 12.844 00:19:26
C98 C163 14.888 0 14.888 00:09:16
C98 C164 9.925 0 9.925 00:05:57
C98 C165 20.221 0 20.221 00:12:36
C98 C166 25.22 12.376 12.844 00:15:09
C98 C167 32.758 11.057 21.701 00:17:52
C98 C168 32.656 0 32.656 00:19:40
C98 C169 38.603 0 38.603 00:23:09
C98 C170 32.281 3.266 29.015 00:20:44
C98 C171 31.217 0 31.217 00:18:43
C98 C172 26.595 3.266 23.329 00:17:09
C98 C173 12.989 0 12.989 00:08:10
C98 C174 20.762 7.918 12.844 00:12:26
C98 C175 25.099 12.255 12.844 00:15:16
C98 C176 28.865 16.021 12.844 00:17:20
C98 C177 35.29 22.446 12.844 00:21:17
C98 C178 46.722 11.057 35.665 00:24:44
C98 C179 29.402 16.558 12.844 00:17:49
C98 C180 17.402 0 17.402 00:10:26
C98 C181 7.96 0 7.96 00:04:54
C98 C182 7.253 0 7.253 00:04:21
C98 C183 43.889 14.114 29.775 00:26:36
C98 C184 6.708 0 6.708 00:04:20
C98 C185 15.653 0 15.653 00:09:23
C98 C186 19.389 0 19.389 00:16:09
C98 C187 6.119 0 6.119 00:03:40
C98 C188 21.971 0 21.971 00:13:43
C98 C189 44.581 9.087 35.494 00:23:58
C98 C190 38.374 25.53 12.844 00:23:59
C98 C191 39.285 26.441 12.844 00:24:04
C98 C192 23.232 10.388 12.844 00:14:15
C99 D0 32.784 2.225 30.559 00:18:34
C99 C1 26.558 3.643 22.915 00:17:15
C99 C2 21.61 2.225 19.385 00:12:41
C99 C3 35.076 14.845 20.231 00:21:51
C99 C4 33.695 16.002 17.693 00:21:02
C99 C5 26.054 6.631 19.423 00:16:31
C99 C6 27.661 7.43 20.231 00:17:19
C99 C7 23.204 5.511 17.693 00:14:18
C99 C8 14.614 0 14.614 00:10:00
C99 C9 32.944 2.225 30.719 00:19:50
C99 C10 29.278 9.855 19.423 00:18:24
C99 C11 43.898 0 43.898 00:22:47
C99 C12 28.318 5.403 22.915 00:17:58
C99 C13 1.645 0 1.645 00:01:20
C99 C14 37.15 12.248 24.902 00:23:31
C99 C15 13.999 0 13.999 00:09:10
C99 C16 34.984 0 34.984 00:20:07
C99 C17 27.781 5.75 22.031 00:16:42
C99 C18 24.056 3.825 20.231 00:15:10
C99 C19 41.336 12.248 29.088 00:25:56
C99 C20 33.664 2.225 31.439 00:19:51
C99 C21 25.273 2.65 22.623 00:15:21
C99 C22 45.232 7.068 38.164 00:24:55
C99 C23 40.986 7.107 33.879 00:22:22
C99 C24 46.082 0 46.082 00:23:47
C99 C25 29.922 12.229 17.693 00:18:21
C99 C26 61.957 13.282 48.675 00:32:40
C99 C27 25.702 1.317 24.385 00:16:18
C99 C28 44.592 0 44.592 00:25:48
C99 C29 18.682 0 18.682 00:11:53
C99 C30 32.106 9.191 22.915 00:20:13
C99 C31 22.491 0 22.491 00:12:52
C99 C32 33.903 8.584 25.319 00:21:21
C99 C33 45.794 8.672 37.122 00:24:52
C99 C34 61.148 13.282 47.866 00:32:53
C99 C35 21.899 0 21.899 00:14:13
C99 C36 38.302 7.636 30.666 00:20:45
C99 C37 47.949 2.225 45.724 00:27:35
C99 C38 25.129 0 25.129 00:15:57
C99 C39 33.783 3.103 30.68 00:18:38
C99 C40 23.825 2.225 21.6 00:13:42
C99 C41 8.417 0 8.417 00:05:44
C99 C42 39.845 0 39.845 00:23:27
C99 C43 32.543 0 32.543 00:20:39
C99 C44 36.426 0 36.426 00:20:32
C99 C45 52.816 10.002 42.814 00:29:14
C99 C46 25.746 8.053 17.693 00:15:58
C99 C47 34.722 2.225 32.497 00:20:29
C99 C48 22.989 3.566 19.423 00:14:39
C99 C49 41.558 8.584 32.974 00:25:46
C99 C50 33.346 2.225 31.121 00:19:55
C99 C51 28.881 8.65 20.231 00:18:04
C99 C52 32.518 2.225 30.293 00:18:42
C99 C53 29.444 10.021 19.423 00:18:24
C99 C54 20.112 0 20.112 00:13:06
C99 C55 26.893 2.508 24.385 00:16:50
C99 C56 61.087 13.282 47.805 00:32:09
C99 C57 56.552 8.672 47.88 00:31:32
C99 C58 35.354 15.931 19.423 00:22:02
C99 C59 32.237 2.225 30.012 00:18:05
C99 C60 60.427 13.282 47.145 00:31:47
C99 C61 11.782 0 11.782 00:07:48
C99 C62 15.463 0 15.463 00:10:00
C99 C63 51.973 10.002 41.971 00:28:35
C99 C64 16.8 0 16.8 00:09:16
C99 C65 27.741 7.51 20.231 00:17:22
C99 C66 40.496 0 40.496 00:23:04
C99 C67 55.863 11.312 44.551 00:29:47
C99 C68 36.659 2.225 34.434 00:21:21
C99 C69 19.973 0 19.973 00:10:35
C99 C70 55.786 8.672 47.114 00:29:52
C99 C71 39.598 0 39.598 00:22:32
C99 C72 8.42 0 8.42 00:05:57
C99 C73 45.612 7.068 38.544 00:25:15
C99 C74 19.294 0 19.294 00:12:23
C99 C75 25.527 2.612 22.915 00:16:17
C99 C76 22.675 0 22.675 00:12:23
C99 C77 14.19 0 14.19 00:09:12
C99 C78 23.327 0 23.327 00:13:09
C99 C79 39.024 0 39.024 00:22:52
C99 C80 30.551 2.225 28.326 00:17:24
C99 C81 12.558 0 12.558 00:08:23
C99 C82 32.738 2.225 30.513 00:18:59
C99 C83 7.68 0 7.68 00:05:32
C99 C84 25.106 4.35 20.756 00:15:02
C99 C85 18.896 0 18.896 00:10:32
C99 C86 59.617 13.282 46.335 00:31:16
C99 C87 29.701 6.786 22.915 00:18:42
C99 C88 44.729 2.225 42.504 00:26:29
C99 C89 31.514 2.225 29.289 00:21:10
C99 C90 27.442 7.211 20.231 00:17:44
C99 C91 9.301 0 9.301 00:05:44
C99 C92 12.417 0 12.417 00:07:58
C99 C93 27.044 2.659 24.385 00:17:20
C99 C94 15.479 0 15.479 00:10:13
C99 C95 44.386 0 44.386 00:23:23
C99 C96 25.477 5.246 20.231 00:16:01
C99 C97 31.29 3.451 27.839 00:21:03
C99 C98 23.335 0 23.335 00:12:47
C99 C99 0 0 0 00:00:00
C99 C100 24.1 3.869 20.231 00:15:11
C99 C101 27.486 4.571 22.915 00:17:35
C99 C102 8.217 0 8.217 00:05:11
C99 C103 43.042 12.248 30.794 00:26:44
C99 C104 26.906 6.675 20.231 00:17:25
C99 C105 38.896 2.225 36.671 00:22:59
C99 C106 30.227 7.312 22.915 00:19:06
C99 C107 29.55 9.319 20.231 00:18:27
C99 C108 26.287 7.148 19.139 00:16:38
C99 C109 33.563 2.225 31.338 00:19:34
C99 C110 46.741 13.021 33.72 00:24:47
C99 C111 38.159 2.225 35.934 00:21:41
C99 C112 22.486 2.255 20.231 00:14:29
C99 C113 22.486 2.255 20.231 00:14:29
C99 C114 28.679 7.117 21.562 00:17:29
C99 C115 36.049 8.584 27.465 00:22:41
C99 C116 45.339 8.672 36.667 00:24:35
C99 C117 33.52 14.097 19.423 00:20:52
C99 C118 23.55 0 23.55 00:12:55
C99 C119 36.329 12.248 24.081 00:23:15
C99 C120 40.515 15.072 25.443 00:25:05
C99 C121 7.269 0 7.269 00:04:54
C99 C122 28.619 2.225 26.394 00:16:18
C99 C123 37.093 2.225 34.868 00:21:50
C99 C124 13.367 0 13.367 00:08:45
C99 C125 17.75 0 17.75 00:11:45
C99 C126 29.219 2.225 26.994 00:19:02
C99 C127 11.705 0 11.705 00:07:56
C99 C128 46.979 2.225 44.754 00:27:00
C99 C129 22.739 0 22.739 00:12:26
C99 C130 48.036 12.248 35.788 00:29:43
C99 C131 35.72 0 35.72 00:20:29
C99 C132 42.278 2.225 40.053 00:23:41
C99 C133 24.333 0 24.333 00:13:51
C99 C134 33.111 2.225 30.886 00:19:53
C99 C135 36.329 12.248 24.081 00:23:15
C99 C136 24.035 0 24.035 00:13:28
C99 C137 27.878 2.225 25.653 00:15:51
C99 C138 34.674 15.251 19.423 00:21:32
C99 C139 37.376 15.055 22.321 00:23:09
C99 C140 32.842 12.611 20.231 00:20:26
C99 C141 30.618 10.387 20.231 00:19:06
C99 C142 35.485 0 35.485 00:29:24
C99 C143 61.186 13.282 47.904 00:32:22
C99 C144 28.963 0 28.963 00:18:35
C99 C145 30.029 12.336 17.693 00:18:24
C99 C146 42.508 15.055 27.453 00:26:38
C99 C147 36.56 0 36.56 00:22:37
C99 C148 24.75 5.611 19.139 00:16:19
C99 C149 26.247 0 26.247 00:14:32
C99 C150 25.302 0 25.302 00:15:52
C99 C151 24.905 5.482 19.423 00:16:15
C99 C152 66.479 13.282 53.197 00:35:49
C99 C153 44.233 0 44.233 00:25:31
C99 C154 21.407 1.176 20.231 00:13:34
C99 C155 26.198 3.283 22.915 00:16:36
C99 C156 35.411 15.988 19.423 00:21:58
C99 C157 26.811 7.388 19.423 00:17:07
C99 C158 14.221 0 14.221 00:09:50
C99 C159 32.992 2.225 30.767 00:19:56
C99 C160 32.429 12.198 20.231 00:20:16
C99 C161 15.883 0 15.883 00:10:13
C99 C162 26.981 4.066 22.915 00:16:59
C99 C163 38.03 0 38.03 00:21:41
C99 C164 26.098 0 26.098 00:14:27
C99 C165 41.815 2.225 39.59 00:24:44
C99 C166 26.87 6.639 20.231 00:16:54
C99 C167 47.768 13.282 34.486 00:25:40
C99 C168 51.305 8.672 42.633 00:28:23
C99 C169 57.813 13.282 44.531 00:31:00
C99 C170 17.537 0 17.537 00:13:56
C99 C171 49.233 8.672 40.561 00:27:08
C99 C172 9.983 0 9.983 00:08:54
C99 C173 27.996 2.225 25.771 00:16:18
C99 C174 26.668 6.437 20.231 00:16:44
C99 C175 28.406 8.175 20.231 00:18:06
C99 C176 27.129 7.706 19.423 00:17:03
C99 C177 34.919 15.496 19.423 00:21:49
C99 C178 61.732 13.282 48.45 00:32:32
C99 C179 30.609 10.378 20.231 00:19:06
C99 C180 38.968 0 38.968 00:22:09
C99 C181 25.544 0 25.544 00:14:14
C99 C182 30.268 0 30.268 00:16:22
C99 C183 34.189 0 34.189 00:21:29
C99 C184 27.154 0 27.154 00:15:23
C99 C185 35.465 2.225 33.24 00:20:24
C99 C186 39.371 2.225 37.146 00:26:52
C99 C187 21.037 0 21.037 00:11:24
C99 C188 2.295 0 2.295 00:02:06
C99 C189 46.535 12.248 34.287 00:29:07
C99 C190 31.55 3.711 27.839 00:20:40
C99 C191 33.403 5.564 27.839 00:21:06
C99 C192 25.071 4.84 20.231 00:16:11
C100 D0 15.889 6.546 9.343 00:09:42
C100 C1 8.399 8.399 0 00:05:20
C100 C2 15.523 13.831 1.692 00:09:24
C100 C3 11.033 11.033 0 00:06:41
C100 C4 10.625 10.625 0 00:06:48
C100 C5 4.118 4.118 0 00:02:37
C100 C6 3.561 3.561 0 00:02:08
C100 C7 8.274 8.274 0 00:05:51
C100 C8 13.625 4.229 9.396 00:08:31
C100 C9 19.468 6.546 12.922 00:12:37
C100 C10 7.023 7.023 0 00:04:19
C100 C11 35.055 10.594 24.461 00:18:45
C100 C12 10.843 10.843 0 00:06:40
C100 C13 24.865 4.501 20.364 00:16:24
C100 C14 13.05 8.379 4.671 00:08:19
C100 C15 14.731 5.619 9.112 00:09:21
C100 C16 30.386 10.594 19.792 00:18:19
C100 C17 10.539 9.043 1.496 00:06:25
C100 C18 5.9 5.9 0 00:03:32
C100 C19 17.236 8.379 8.857 00:10:44
C100 C20 22.375 6.546 15.829 00:13:25
C100 C21 13.541 10.594 2.947 00:08:33
C100 C22 20.331 12.833 7.498 00:12:11
C100 C23 16.159 12.946 3.213 00:09:41
C100 C24 25.249 3.516 21.733 00:15:09
C100 C25 7.476 7.476 0 00:04:30
C100 C26 31.967 14.292 17.675 00:18:01
C100 C27 6.997 6.997 0 00:04:23
C100 C28 35.24 10.594 24.646 00:21:34
C100 C29 16.608 5.619 10.989 00:09:57
C100 C30 10.184 10.184 0 00:06:15
C100 C31 21.448 10.594 10.854 00:13:40
C100 C32 13.912 12.287 1.625 00:08:33
C100 C33 17.585 9.911 7.674 00:10:09
C100 C34 31.158 14.292 16.866 00:18:14
C100 C35 7.402 3.516 3.886 00:05:00
C100 C36 11.518 11.518 0 00:07:09
C100 C37 23.553 11.236 12.317 00:14:08
C100 C38 11.387 3.516 7.871 00:07:01
C100 C39 12.204 12.204 0 00:07:19
C100 C40 14.053 10.594 3.459 00:08:43
C100 C41 17.137 5.619 11.518 00:10:16
C100 C42 29.97 10.594 19.376 00:18:25
C100 C43 19.065 3.516 15.549 00:11:47
C100 C44 23.912 6.546 17.366 00:14:20
C100 C45 24.607 11.241 13.366 00:14:31
C100 C46 7.426 7.426 0 00:04:53
C100 C47 23.433 6.546 16.887 00:14:03
C100 C48 2.5 2.5 0 00:01:37
C100 C49 21.593 11.61 9.983 00:13:04
C100 C50 13.698 10.778 2.92 00:09:16
C100 C51 4.781 4.781 0 00:02:53
C100 C52 15.096 6.546 8.55 00:09:31
C100 C53 5.66 5.66 0 00:03:23
C100 C54 7.058 4.229 2.829 00:04:38
C100 C55 6.037 6.037 0 00:03:37
C100 C56 31.097 14.292 16.805 00:17:29
C100 C57 28.343 9.911 18.432 00:16:49
C100 C58 12.283 12.283 0 00:07:27
C100 C59 13.207 6.546 6.661 00:08:06
C100 C60 30.437 14.292 16.145 00:17:07
C100 C61 13.727 4.501 9.226 00:08:33
C100 C62 10.423 4.501 5.922 00:06:30
C100 C63 23.764 11.241 12.523 00:13:52
C100 C64 19.628 14.821 4.807 00:11:58
C100 C65 3.698 3.698 0 00:02:13
C100 C66 33.147 10.594 22.553 00:18:05
C100 C67 24.996 8.379 16.617 00:14:59
C100 C68 20.864 6.546 14.318 00:12:43
C100 C69 23.116 10.594 12.522 00:13:27
C100 C70 27.337 9.911 17.426 00:14:42
C100 C71 33.469 10.594 22.875 00:18:10
C100 C72 22.831 4.501 18.33 00:14:19
C100 C73 20.711 12.833 7.878 00:12:31
C100 C74 9.308 3.516 5.792 00:05:36
C100 C75 8.355 8.355 0 00:05:11
C100 C76 17.889 10.594 7.295 00:10:55
C100 C77 11.744 5.619 6.125 00:07:02
C100 C78 22.364 10.594 11.77 00:14:11
C100 C79 29.021 10.594 18.427 00:17:52
C100 C80 13.271 10.526 2.745 00:08:24
C100 C81 16.863 5.619 11.244 00:10:16
C100 C82 11.091 10.379 0.712 00:07:06
C100 C83 19.943 4.501 15.442 00:12:25
C100 C84 9.87 9.87 0 00:06:06
C100 C85 18.701 14.821 3.88 00:11:25
C100 C86 29.627 14.292 15.335 00:16:36
C100 C87 12.636 12.636 0 00:07:40
C100 C88 22.479 12.642 9.837 00:14:17
C100 C89 20.518 10.594 9.924 00:14:50
C100 C90 4.699 4.699 0 00:03:03
C100 C91 24.212 4.501 19.711 00:14:45
C100 C92 19.375 5.619 13.756 00:11:27
C100 C93 6.365 6.365 0 00:03:49
C100 C94 10.062 4.501 5.561 00:06:36
C100 C95 34.542 10.594 23.948 00:18:33
C100 C96 4.755 4.755 0 00:03:02
C100 C97 14.414 14.414 0 00:10:11
C100 C98 24.337 10.594 13.743 00:14:47
C100 C99 25.817 4.501 21.316 00:16:24
C100 C100 0 0 0 00:00:00
C100 C101 10.006 10.006 0 00:06:18
C100 C102 24.257 4.501 19.756 00:14:54
C100 C103 18.942 8.379 10.563 00:11:32
C100 C104 3.771 3.771 0 00:02:48
C100 C105 29.203 10.874 18.329 00:16:13
C100 C106 12.244 12.244 0 00:07:31
C100 C107 5.45 5.45 0 00:03:16
C100 C108 7.036 7.036 0 00:04:13
C100 C109 13.915 10.778 3.137 00:08:55
C100 C110 15.487 15.487 0 00:09:54
C100 C111 17.134 12.946 4.188 00:10:31
C100 C112 2.534 2.534 0 00:01:46
C100 C113 2.534 2.534 0 00:01:46
C100 C114 9.386 9.386 0 00:06:13
C100 C115 16.256 11.706 4.55 00:10:00
C100 C116 17.13 9.911 7.219 00:09:52
C100 C117 10.449 10.449 0 00:06:17
C100 C118 17.034 10.594 6.44 00:10:24
C100 C119 12.229 8.379 3.85 00:08:04
C100 C120 17.439 11.419 6.02 00:10:29
C100 C121 29.972 4.501 25.471 00:18:12
C100 C122 15.426 10.695 4.731 00:09:27
C100 C123 21.26 6.546 14.714 00:13:12
C100 C124 11.681 5.619 6.062 00:07:00
C100 C125 11.666 3.516 8.15 00:07:23
C100 C126 16.026 10.695 5.331 00:12:11
C100 C127 14.51 4.501 10.009 00:08:55
C100 C128 24.729 12.642 12.087 00:14:48
C100 C129 15.952 12.166 3.786 00:09:45
C100 C130 23.936 8.379 15.557 00:14:32
C100 C131 35.772 10.594 25.178 00:19:59
C100 C132 22.649 10.874 11.775 00:12:37
C100 C133 21.383 10.594 10.789 00:13:27
C100 C134 21.427 6.546 14.881 00:13:04
C100 C135 12.229 8.379 3.85 00:08:04
C100 C136 28.355 10.594 17.761 00:17:28
C100 C137 13.061 10.695 2.366 00:08:01
C100 C138 11.603 11.603 0 00:06:57
C100 C139 14.305 11.407 2.898 00:08:34
C100 C140 8.799 8.799 0 00:05:16
C100 C141 6.575 6.575 0 00:03:56
C100 C142 34.237 10.594 23.643 00:29:14
C100 C143 31.196 14.292 16.904 00:17:42
C100 C144 17.773 3.516 14.257 00:11:11
C100 C145 6.644 6.644 0 00:04:13
C100 C146 19.22 12.085 7.135 00:11:56
C100 C147 22.818 3.516 19.302 00:13:41
C100 C148 8.795 8.795 0 00:05:49
C100 C149 19.259 10.594 8.665 00:12:24
C100 C150 11.822 3.516 8.306 00:07:06
C100 C151 2.049 2.049 0 00:01:46
C100 C152 36.489 14.292 22.197 00:21:10
C100 C153 36.195 10.594 25.601 00:20:01
C100 C154 4.018 4.018 0 00:02:24
C100 C155 8.735 8.735 0 00:05:22
C100 C156 12.085 12.085 0 00:07:15
C100 C157 3.167 3.167 0 00:02:03
C100 C158 11.564 5.619 5.945 00:07:18
C100 C159 20.195 6.546 13.649 00:12:41
C100 C160 8.386 8.386 0 00:05:06
C100 C161 10.238 5.619 4.619 00:06:08
C100 C162 8.998 8.998 0 00:05:23
C100 C163 28.155 10.594 17.561 00:16:38
C100 C164 15.495 10.594 4.901 00:09:29
C100 C165 26.25 6.546 19.704 00:16:27
C100 C166 2.77 2.77 0 00:01:42
C100 C167 17.778 14.292 3.486 00:11:01
C100 C168 23.096 9.911 13.185 00:13:39
C100 C169 27.823 14.292 13.531 00:16:20
C100 C170 19.074 5.619 13.455 00:14:10
C100 C171 21.024 9.911 11.113 00:12:25
C100 C172 18.937 5.619 13.318 00:13:54
C100 C173 13.455 10.526 2.929 00:08:42
C100 C174 3.533 3.533 0 00:02:07
C100 C175 4.306 4.306 0 00:02:54
C100 C176 5.423 5.423 0 00:03:18
C100 C177 11.848 11.848 0 00:07:15
C100 C178 31.742 14.292 17.45 00:17:53
C100 C179 6.509 6.509 0 00:03:54
C100 C180 30.93 10.594 20.336 00:16:39
C100 C181 28.802 10.594 18.208 00:17:35
C100 C182 16.24 10.594 5.646 00:09:56
C100 C183 20.447 3.516 16.931 00:12:33
C100 C184 29.823 10.594 19.229 00:18:23
C100 C185 21.64 6.546 15.094 00:12:59
C100 C186 19.333 10.874 8.459 00:16:33
C100 C187 25.251 10.594 14.657 00:15:01
C100 C188 23.054 4.501 18.553 00:14:36
C100 C189 22.435 8.379 14.056 00:13:55
C100 C190 14.932 14.932 0 00:09:56
C100 C191 15.843 15.843 0 00:10:01
C100 C192 0.971 0.971 0 00:00:59
C101 D0 25.882 19.733 6.149 00:15:33
C101 C1 5.383 5.383 0 00:04:02
C101 C2 26.459 6.753 19.706 00:15:24
C101 C3 17.575 17.575 0 00:11:10
C101 C4 18.391 18.391 0 00:11:45
C101 C5 6.984 6.984 0 00:04:38
C101 C6 11.105 11.105 0 00:06:57
C101 C7 19.28 19.28 0 00:11:51
C101 C8 21.943 4.528 17.415 00:13:48
C101 C9 29.506 19.733 9.773 00:18:40
C101 C10 8.88 8.88 0 00:05:43
C101 C11 45.147 20.686 24.461 00:25:05
C101 C12 4.656 4.656 0 00:03:13
C101 C13 24.781 2.403 22.378 00:17:17
C101 C14 17.853 13.582 4.271 00:11:27
C101 C15 14.141 2.403 11.738 00:09:49
C101 C16 40.478 20.686 19.792 00:24:40
C101 C17 20.631 19.135 1.496 00:12:45
C101 C18 15.594 15.594 0 00:09:38
C101 C19 20.372 13.676 6.696 00:13:06
C101 C20 32.368 19.733 12.635 00:19:38
C101 C21 23.633 20.686 2.947 00:14:54
C101 C22 28.097 20.599 7.498 00:17:08
C101 C23 23.925 20.712 3.213 00:14:38
C101 C24 18.683 8.42 10.263 00:12:03
C101 C25 16.253 16.253 0 00:10:09
C101 C26 36.77 19.495 17.275 00:21:09
C101 C27 5.465 5.465 0 00:03:44
C101 C28 45.332 20.686 24.646 00:27:55
C101 C29 12.878 2.403 10.475 00:08:18
C101 C30 10.107 10.107 0 00:06:28
C101 C31 31.54 20.686 10.854 00:20:01
C101 C32 11.904 9.5 2.404 00:07:37
C101 C33 24.859 17.185 7.674 00:14:48
C101 C34 35.961 19.495 16.466 00:21:23
C101 C35 6.788 4.528 2.26 00:04:43
C101 C36 19.784 19.784 0 00:12:09
C101 C37 31.001 18.684 12.317 00:18:53
C101 C38 5.907 2.403 3.504 00:04:27
C101 C39 21.024 21.024 0 00:13:00
C101 C40 24.145 20.686 3.459 00:15:04
C101 C41 19.702 4.528 15.174 00:12:06
C101 C42 40.062 20.686 19.376 00:24:45
C101 C43 12.499 8.42 4.079 00:08:40
C101 C44 33.905 19.733 14.172 00:20:33
C101 C45 29.369 18.93 10.439 00:18:03
C101 C46 17.518 17.518 0 00:11:14
C101 C47 33.426 19.733 13.693 00:20:16
C101 C48 9.156 9.156 0 00:05:54
C101 C49 18.099 8.807 9.292 00:11:54
C101 C50 22.555 19.635 2.92 00:14:59
C101 C51 11.279 11.279 0 00:07:04
C101 C52 25.428 19.733 5.695 00:15:24
C101 C53 11.247 11.247 0 00:07:02
C101 C54 15.604 12.775 2.829 00:10:03
C101 C55 6.236 6.236 0 00:04:01
C101 C56 35.9 19.495 16.405 00:20:38
C101 C57 33.637 19.495 14.142 00:20:05
C101 C58 13.465 10.346 3.119 00:08:26
C101 C59 23.299 16.638 6.661 00:14:27
C101 C60 35.24 19.495 15.745 00:20:16
C101 C61 20.035 4.528 15.507 00:12:24
C101 C62 17.626 4.528 13.098 00:11:08
C101 C63 28.526 18.93 9.596 00:17:25
C101 C64 29.494 24.687 4.807 00:17:59
C101 C65 11.464 11.464 0 00:07:10
C101 C66 43.239 20.686 22.553 00:24:25
C101 C67 29.799 13.582 16.217 00:18:08
C101 C68 30.857 19.733 11.124 00:18:56
C101 C69 33.208 20.686 12.522 00:19:48
C101 C70 34.611 17.185 17.426 00:19:22
C101 C71 43.561 20.686 22.875 00:24:31
C101 C72 30.577 4.528 26.049 00:19:01
C101 C73 28.477 20.599 7.878 00:17:28
C101 C74 8.917 4.528 4.389 00:05:38
C101 C75 4.352 4.352 0 00:03:04
C101 C76 27.981 20.686 7.295 00:17:16
C101 C77 15.388 4.528 10.86 00:09:33
C101 C78 32.456 20.686 11.77 00:20:31
C101 C79 40.906 19.733 21.173 00:24:02
C101 C80 23.363 20.618 2.745 00:14:44
C101 C81 15.182 2.403 12.779 00:10:38
C101 C82 19.948 19.236 0.712 00:12:49
C101 C83 22.554 2.403 20.151 00:14:01
C101 C84 19.962 19.962 0 00:12:27
C101 C85 28.567 24.687 3.88 00:17:26
C101 C86 34.43 19.495 14.935 00:19:45
C101 C87 4.392 4.392 0 00:02:58
C101 C88 30.245 20.408 9.837 00:19:14
C101 C89 30.61 20.686 9.924 00:21:11
C101 C90 13.191 13.191 0 00:08:26
C101 C91 31.958 4.528 27.43 00:19:27
C101 C92 19.946 2.403 17.543 00:12:23
C101 C93 7.418 7.418 0 00:04:44
C101 C94 15.906 4.528 11.378 00:10:22
C101 C95 44.634 20.686 23.948 00:24:54
C101 C96 14.847 14.847 0 00:09:23
C101 C97 5.993 5.993 0 00:05:23
C101 C98 34.429 20.686 13.743 00:21:08
C101 C99 25.596 2.403 23.193 00:17:59
C101 C100 10.092 10.092 0 00:06:20
C101 C101 0 0 0 00:00:00
C101 C102 31.239 4.528 26.711 00:19:10
C101 C103 23.745 13.582 10.163 00:14:41
C101 C104 13.863 13.863 0 00:09:08
C101 C105 38.062 19.733 18.329 00:21:48
C101 C106 5.336 5.336 0 00:04:20
C101 C107 11.383 11.383 0 00:07:07
C101 C108 17.128 17.128 0 00:10:34
C101 C109 22.772 19.635 3.137 00:14:38
C101 C110 20.941 20.941 0 00:13:28
C101 C111 24.9 20.712 4.188 00:15:28
C101 C112 12.218 12.218 0 00:07:59
C101 C113 12.218 12.218 0 00:07:59
C101 C114 19.478 19.478 0 00:12:33
C101 C115 12.59 8.807 3.783 00:08:50
C101 C116 24.404 17.185 7.219 00:14:32
C101 C117 12.718 12.718 0 00:07:55
C101 C118 27.126 20.686 6.44 00:16:45
C101 C119 17.032 13.582 3.45 00:11:12
C101 C120 18.47 9.5 8.97 00:11:20
C101 C121 32.02 2.403 29.617 00:20:11
C101 C122 25.518 20.787 4.731 00:15:48
C101 C123 31.253 19.733 11.52 00:19:25
C101 C124 16.237 4.528 11.709 00:10:01
C101 C125 10.28 2.403 7.877 00:07:13
C101 C126 26.118 20.787 5.331 00:18:32
C101 C127 20.818 4.528 16.29 00:12:46
C101 C128 32.495 20.408 12.087 00:19:45
C101 C129 26.044 22.258 3.786 00:16:06
C101 C130 28.739 13.582 15.157 00:17:40
C101 C131 45.864 20.686 25.178 00:26:20
C101 C132 31.508 19.733 11.775 00:18:12
C101 C133 31.475 20.686 10.789 00:19:48
C101 C134 31.42 19.733 11.687 00:19:17
C101 C135 17.032 13.582 3.45 00:11:12
C101 C136 38.354 24.687 13.667 00:23:34
C101 C137 23.153 20.787 2.366 00:14:22
C101 C138 13.872 13.872 0 00:08:35
C101 C139 15.985 9.5 6.485 00:09:51
C101 C140 16.247 16.247 0 00:10:02
C101 C141 13.893 13.893 0 00:08:37
C101 C142 44.329 20.686 23.643 00:35:35
C101 C143 35.999 19.495 16.504 00:20:51
C101 C144 10.148 4.979 5.169 00:08:37
C101 C145 15.506 15.506 0 00:09:35
C101 C146 21.706 13.676 8.03 00:13:41
C101 C147 16.252 8.42 7.832 00:10:35
C101 C148 18.887 18.887 0 00:12:10
C101 C149 29.351 20.686 8.665 00:18:45
C101 C150 6.342 2.403 3.939 00:04:31
C101 C151 8.365 8.365 0 00:05:47
C101 C152 41.292 19.495 21.797 00:24:18
C101 C153 46.287 20.686 25.601 00:26:21
C101 C154 12.564 12.564 0 00:07:49
C101 C155 1.654 1.654 0 00:01:21
C101 C156 14.664 14.664 0 00:09:03
C101 C157 8.629 8.629 0 00:05:45
C101 C158 14.514 4.528 9.986 00:09:22
C101 C159 30.48 19.733 10.747 00:18:53
C101 C160 15.66 15.66 0 00:09:46
C101 C161 13.857 4.528 9.329 00:08:38
C101 C162 5.639 5.639 0 00:03:40
